id,historico_id,totais,n1_ano,n2_ano,n3_ano,n4_ano,n5_ano,n6_ano,n7_ano,n8_ano,n9_ano,n1_serie,n2_serie,n3_serie
1,1,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2,1,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
3,1,Frequência,92%,86%,99%,95%,88%,97%,95%,98%,99%,99%,99%,97%
4,1,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
5,2,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
6,2,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
7,2,Frequência,-,-,-,-,-,99%,97%,99%,99%,97%,97%,98%
8,2,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
9,3,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
10,3,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
11,3,Frequência,98%,95%,96%,95%,98%,99%,100%,99%,99%,-,-,-
12,3,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,RE,-,-,-
16,4,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
17,4,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
18,4,Frequência,95%,89%,99%,93%,98%,99%,99%,-,-,-,-,-
19,4,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
20,5,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
21,5,"Carga Horária",1000,1000,100-,1000,1000,1000,1000,1000,1000,1000,1000,1000
22,5,Frequência,100%,100%,100%,100%,100%,100%,100%,96%,100%,95%,95%,96%
23,5,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
27,6,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
28,6,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
29,6,Frequência,95%,97%,97%,99%,99%,-,-,-,-,-,-,-
30,6,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
34,7,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
35,7,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
36,7,Frequência,-,90%,95%,100%,100%,98%,96%,98%,95%,-,-,-
37,7,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,RE,-,-,-
41,8,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
42,8,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
43,8,Frequência,-,-,-,91%,83%,98%,95%,-,-,-,-,-
44,8,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
48,9,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
49,9,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
50,9,Frequência,-,-,-,-,-,98%,95%,-,-,-,-,-
51,9,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
55,10,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
56,10,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
57,10,Frequência,94%,91%,91%,95%,-,-,-,-,-,-,-,-
58,10,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
59,11,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
60,11,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
61,11,Frequência,-,-,-,-,-,99%,98%,-,-,-,-,-
62,11,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
66,12,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
67,12,"Carga Horária",-,800,800,800,800,1000,900,1000,1000,-,-,-
68,12,Frequência,-,-,-,-,-,-,-,98%,99%,-,-,-
69,12,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
73,13,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
74,13,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
75,13,Frequência,90%,95%,-,-,-,-,-,-,-,-,-,-
76,13,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
80,14,"Dias Letivos",-,-,-,200,200,200,-,-,-,-,-,-
81,14,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
82,14,Frequência,-,-,-,95%,97%,99%,-,-,-,-,-,-
83,14,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
87,15,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
88,15,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
89,15,Frequência,-,100%,-,-,-,-,-,-,-,-,-,-
90,15,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
94,16,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
95,16,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
96,16,Frequência,97%,98%,92%,98%,99%,-,-,-,-,-,-,-
97,16,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
101,17,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,-
102,17,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
103,17,Frequência,-,97%,92%,97%,96%,95%,98%,99%,93%,99%,98%,-
104,17,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,RE,-
108,18,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
109,18,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
110,18,Frequência,-,-,-,-,95%,97%,97%,97%,-,-,-,-
111,18,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
115,19,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
116,19,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
117,19,Frequência,85%,95%,-,-,-,-,-,-,-,-,-,-
118,19,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
122,20,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
123,20,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
124,20,Frequência,95%,91%,100%,94%,94%,98%,99%,-,-,-,-,-
125,20,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
129,21,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
130,21,"Carga Horária",1000,900,900,1000,-,-,-,-,-,-,-,-
131,21,Frequência,-,-,-,100%,-,-,-,-,-,-,-,-
132,21,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
136,22,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
137,22,"Carga Horária",900,900,900,900,900,1000,1000,1000,-,-,-,-
138,22,Frequência,-,-,-,-,-,98%,99%,97%,-,-,-,-
139,22,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
143,23,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
144,23,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
145,23,Frequência,98%,100%,-,-,-,-,-,-,-,-,-,-
146,23,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
150,24,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
151,24,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
152,24,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
153,24,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
157,25,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
158,25,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
159,25,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
160,25,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
164,26,"Dias Letivos",-,-,-,-,-,200,200,-,-,-,-,-
165,26,"Carga Horária",800,800,744,800,1000,1000,1000,-,-,-,-,-
166,26,Frequência,-,-,-,-,-,95%,98%,-,-,-,-,-
167,26,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
171,27,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
172,27,"Carga Horária",-,-,900,900,900,1000,-,-,-,-,-,-
173,27,Frequência,-,-,-,-,-,99%,-,-,-,-,-,-
174,27,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
178,28,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
179,28,"Carga Horária",900,900,900,900,900,1000,-,-,-,-,-,-
180,28,Frequência,-,-,-,-,-,99%,-,-,-,-,-,-
181,28,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
185,29,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
186,29,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
187,29,Frequência,93%,99%,100%,100%,100%,99%,99%,98%,99%,-,-,-
188,29,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
192,30,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
193,30,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
194,30,Frequência,97%,100%,-,-,-,-,-,-,-,-,-,-
195,30,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
196,31,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
197,31,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
198,31,Frequência,99%,96%,94%,98%,-,-,-,-,-,-,-,-
199,31,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
203,32,"Dias Letivos",-,200,200,200,200,200,200,-,-,-,-,-
204,32,"Carga Horária",-,1000,1000,1000,1000,1000,1000,-,-,-,-,-
205,32,Frequência,-,93%,93%,95%,97%,99%,98%,-,-,-,-,-
206,32,"Resultado Final",-,AP,AP,AP,AP,AP,AP,-,-,-,-,-
210,33,"Dias Letivos",-,200,200,200,200,200,200,200,-,-,-,-
211,33,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
212,33,Frequência,-,100%,98%,97%,100%,1005,98%,98%,-,-,-,-
213,33,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
217,34,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,-
218,34,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
219,34,Frequência,-,-,-,-,-,97%,98%,100%,95%,100%,98%,-
220,34,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
224,35,"Dias Letivos",-,200,200,200,200,200,200,-,-,-,-,-
225,35,"Carga Horária",-,900,900,900,900,1000,1000,-,-,-,-,-
226,35,Frequência,-,-,-,-,-,100%,98%,-,-,-,-,-
227,35,"Resultado Final",-,AO,AP,AP,AP,AP,AP,-,-,-,-,-
231,36,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
232,36,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
233,36,Frequência,-,99%,97%,98%,98%,99%,98%,99%,98%,-,-,-
234,36,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,RE,-,-,-
238,37,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
239,37,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
240,37,Frequência,98%,98%,96%,97%,98%,92%,98%,-,-,-,-,-
241,37,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
245,38,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
246,38,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
247,38,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
248,38,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
252,39,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
253,39,"Carga Horária",900,900,900,900,1000,1000,-,-,-,-,-,-
254,39,Frequência,-,-,-,-,98%,97%,-,-,-,-,-,-
255,39,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
259,40,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
260,40,"Carga Horária",900,1000,1000,-,-,-,-,-,-,-,-,-
261,40,Frequência,-,100%,97%,-,-,-,-,-,-,-,-,-
262,40,Frequência,AP,AP,AP,-,-,-,-,-,-,-,-,-
266,41,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
267,41,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
268,41,Frequência,98%,90%,83%,85%,93%,-,-,-,-,-,-,-
269,41,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
270,42,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
271,42,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
272,42,Frequência,-,-,-,-,-,100%,96%,97%,98%,-,-,-
273,42,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,RE,-,-,-
277,43,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
278,43,"Carga Horária",1200,1000,1000,1000,1000,1000,1000,-,-,-,-,-
279,43,Frequência,-,95%,96%,98%,96%,96%,98%,-,-,-,-,-
280,43,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
284,44,"Dias Letivos",-,-,200,200,200,200,200,200,200,200,200,200
285,44,"Carga Horária",-,-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
286,44,Frequência,-,-,-,-,-,-,-,-,-,97%,97%,98%
287,44,"Resultado Final",-,-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
291,45,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,-
292,45,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-
293,45,Frequência,-,97%,92%,97%,96%,95%,98%,99%,93%,99%,98%,-
294,45,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
298,46,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
299,46,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
300,46,Frequência,92%,90%,86%,100%,100%,-,-,-,-,-,-,-
301,46,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
305,47,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
306,47,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
307,47,Frequência,-,100%,95%,98%,99%,99%,99%,100%,100%,-,-,-
308,47,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
312,48,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
313,48,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
314,48,Frequência,98%,97%,98%,98%,98%,99%,99%,-,-,-,-,-
315,48,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
319,49,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
320,49,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
321,49,Frequência,-,-,-,-,98%,99%,98%,-,-,-,-,-
322,49,"Resultado Final",AP,AP,AP,AP,AP,AP,RE,-,-,-,-,-
326,50,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
327,50,"Carga Horária",1000,1000,1000,1000,1000,730,1000,1000,1000,-,-,-
328,50,Frequência,-,-,-,100%,99%,-,-,98%,99%,-,-,-
329,50,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
333,51,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
334,51,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
335,51,Frequência,-,-,-,-,-,100%,99%,99%,98%,-,-,-
336,51,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
340,52,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
341,52,"Carga Horária",1200,1000,1000,1000,1000,1000,1000,-,-,-,-,-
342,52,Frequência,-,95%,96%,98%,96%,99%,98%,-,-,-,-,-
343,52,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
347,53,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
348,53,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
349,53,Frequência,-,-,-,-,97%,99%,99%,98%,99%,-,-,-
350,53,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
354,54,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
355,54,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
356,54,Frequência,96%,99%,99%,99%,-,-,-,-,-,-,-,-
357,54,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
361,55,"Dias Letivos",-,-,-,-,-,-,200,-,-,-,-,-
362,55,"Carga Horária",800,800,800,800,800,800,1000,-,-,-,-,-
363,55,Frequência,75%,75%,98%,94%,95%,95%,98%,-,-,-,-,-
364,55,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
365,56,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
366,56,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
367,56,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
368,56,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
372,57,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
373,57,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
374,57,Frequência,88%,79%,100%,95%,-,-,-,-,-,-,-,-
375,57,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
376,58,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
377,58,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
378,58,Frequência,100%,96%,98%,98%,98%,94%,93%,98%,95%,-,-,-
379,58,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
383,59,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
384,59,"Carga Horária",900,900,900,900,900,1000,1000,1000,1000,-,-,-
385,59,Frequência,-,-,-,-,-,100%,98%,99%,100%,-,-,-
386,59,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
390,60,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
391,60,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
392,60,Frequência,98%,97%,99%,98%,99%,99%,98%,-,-,-,-,-
393,60,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
397,61,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
398,61,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
399,61,Frequência,-,-,96%,97%,96%,-,-,-,-,-,-,-
400,61,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
401,62,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
402,62,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
403,62,Frequência,-,-,96%,100%,97%,-,-,-,-,-,-,-
404,62,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
405,63,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
406,63,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
407,63,Frequência,-,-,-,-,-,100%,98%,99%,98%,-,-,-
408,63,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
412,64,"Dias Letivos",200,203,200,200,200,200,-,-,-,-,-,-
413,64,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
414,64,Frequência,-,98%,98%,98%,99%,99%,-,-,-,-,-,-
415,64,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
419,65,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
420,65,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
421,65,Frequência,100%,97%,99%,99%,100%,100%,-,-,-,-,-,-
422,65,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
426,66,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
427,66,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
428,66,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
429,66,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
430,67,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
431,67,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
432,67,Frequência,99%,76%,100%,-,-,-,-,-,-,-,-,-
433,67,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
434,68,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
435,68,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
436,68,Frequência,90%,90%,95%,95%,95%,95%,95%,-,-,-,-,-
437,68,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
441,69,"Dias Letivos",-,-,-,-,-,-,-,-,200,-,-,-
442,69,"Carga Horária",-,800,800,800,800,1160,1160,1160,1000,-,-,-
443,69,Frequência,-,97%,94%,99%,98%,95%,100%,96%,95%,-,-,-
444,69,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
448,71,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
449,71,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
450,71,Frequência,97%,-,-,-,-,-,-,-,-,-,-,-
451,71,"Resultado Final",AP,TR,-,-,-,-,-,-,-,-,-,-
455,72,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
456,72,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
457,72,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
458,72,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
462,73,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
463,73,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
464,73,Frequência,84%,95%,97%,97%,98%,98%,-,-,-,-,-,-
465,73,"Resultado Final",AP,AP,AP,AP,AP,AP,TR,-,-,-,-,-
469,74,"Dias Letivos",-,-,-,-,-,-,200,-,-,-,-,-
470,74,"Carga Horária",-,-,-,-,-,-,1000,-,-,-,-,-
471,74,Frequência,-,-,-,-,-,-,98%,-,-,-,-,-
472,74,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
473,75,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
474,75,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
475,75,Frequência,99%,93%,95%,100%,100%,-,-,-,-,-,-,-
476,75,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
480,76,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
481,76,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
482,76,Frequência,99%,100%,95%,-,-,-,-,-,-,-,-,-
483,76,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
487,77,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
488,77,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
489,77,Frequência,98%,96%,98%,98%,93%,95%,99%,99%,-,-,-,-
490,77,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
491,78,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
492,78,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
493,78,Frequência,93%,98%,100%,99%,-,-,-,-,-,-,-,-
494,78,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
495,79,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
496,79,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
497,79,Frequência,-,-,-,95%,89%,95%,96%,-,-,-,-,-
498,79,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
502,80,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
503,80,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
504,80,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
505,80,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
509,81,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
510,81,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
511,81,Frequência,97%,100%,99%,100%,99%,-,-,-,-,-,-,-
512,81,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
516,82,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
517,82,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
518,82,Frequência,94%,93%,93%,100%,98%,-,-,-,-,-,-,-
519,82,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
520,83,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
521,83,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
522,83,Frequência,-,-,-,96%,100%,99%,98%,99%,99%,-,-,-
523,83,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
527,84,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
528,84,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
529,84,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
530,84,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
531,85,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
532,85,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
533,85,Frequência,100%,100%,-,-,-,-,-,-,-,-,-,-
534,85,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
538,86,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
539,86,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
540,86,Frequência,94%,91%,100%,99%,-,-,-,-,-,-,-,-
541,86,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
545,87,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,-
546,87,"Carga Horária",1000,1000,1000,-,-,1000,1000,1000,1000,1040,1040,-
547,87,Frequência,97%,100%,99%,99%,98%,98%,98%,98%,94%,99%,99%,-
548,87,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
552,88,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
553,88,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
554,88,Frequência,100%,82%,84%,94%,95%,95%,-,-,-,-,-,-
555,88,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
556,89,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
557,89,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
558,89,Frequência,-,-,98%,-,-,-,-,-,-,-,-,-
559,89,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
